,subject,deck,counts,trial,proportion
481,34,2,359,2,0.06
482,34,3,1894,2,0.316
483,34,4,1852,2,0.309
484,35,1,1738,2,0.29
485,35,2,787,2,0.131
486,35,3,1768,2,0.295
487,35,4,1707,2,0.284
488,36,1,503,2,0.084
489,36,2,1869,2,0.312
490,36,3,1780,2,0.297
491,36,4,1848,2,0.308
492,37,1,1168,2,0.195
493,37,2,1202,2,0.2
494,37,3,2502,2,0.417
495,37,4,1128,2,0.188
496,38,1,1554,2,0.259
497,38,2,1503,2,0.25
498,38,3,1359,2,0.226
499,38,4,1584,2,0.264
500,39,1,5077,2,0.846
501,39,2,290,2,0.048
502,39,3,310,2,0.052
503,39,4,323,2,0.054
504,40,1,663,2,0.11
505,40,2,4028,2,0.671
506,40,3,646,2,0.108
507,40,4,663,2,0.11
508,41,1,1194,2,0.199
509,41,2,2517,2,0.42
510,41,3,1155,2,0.192
511,41,4,1134,2,0.189
512,42,1,3671,2,0.612
513,42,2,810,2,0.135
514,42,3,722,2,0.12
515,42,4,797,2,0.133
516,0,1,1582,3,0.264
517,0,2,1661,3,0.277
518,0,3,1139,3,0.19
519,0,4,1618,3,0.27
520,1,1,1568,3,0.261
521,1,2,1380,3,0.23
522,1,3,1510,3,0.252
523,1,4,1542,3,0.257
524,2,1,722,3,0.12
525,2,2,687,3,0.114
526,2,3,3855,3,0.642
527,2,4,736,3,0.123
528,3,1,1007,3,0.168
529,3,2,1029,3,0.172
530,3,3,2995,3,0.499
531,3,4,969,3,0.162
532,4,1,1526,3,0.254
533,4,2,1521,3,0.254
534,4,3,1455,3,0.242
535,4,4,1498,3,0.25
536,5,1,576,3,0.096
537,5,2,1816,3,0.303
538,5,3,1799,3,0.3
539,5,4,1809,3,0.302
540,6,1,1347,3,0.224
541,6,2,1275,3,0.212
542,6,3,2077,3,0.346
543,6,4,1301,3,0.217
544,7,1,1686,3,0.281
545,7,2,1623,3,0.27
546,7,3,1596,3,0.266
547,7,4,1095,3,0.182
548,8,1,1843,3,0.307
549,8,2,1814,3,0.302
550,8,3,493,3,0.082
551,8,4,1850,3,0.308
552,9,1,2254,3,0.376
553,9,2,1241,3,0.207
554,9,3,1252,3,0.209
555,9,4,1253,3,0.209
556,10,1,1729,3,0.288
557,10,2,1604,3,0.267
558,10,3,1665,3,0.278
559,10,4,1002,3,0.167
560,11,1,1675,3,0.279
561,11,2,1617,3,0.27
562,11,3,1147,3,0.191
563,11,4,1561,3,0.26
564,12,1,941,3,0.157
565,12,2,3134,3,0.522
566,12,3,924,3,0.154
567,12,4,1001,3,0.167
568,13,1,582,3,0.097
569,13,2,4285,3,0.714
570,13,3,573,3,0.096
571,13,4,560,3,0.093
572,14,1,422,3,0.07
573,14,2,407,3,0.068
574,14,3,4729,3,0.788
575,14,4,442,3,0.074
576,15,1,641,3,0.107
577,15,2,4187,3,0.698
578,15,3,562,3,0.094
579,15,4,610,3,0.102
580,16,1,1351,3,0.225
581,16,2,1358,3,0.226
582,16,3,1979,3,0.33
583,16,4,1312,3,0.219
584,17,1,1494,3,0.249
585,17,2,1571,3,0.262
586,17,3,1519,3,0.253
587,17,4,1416,3,0.236
588,18,1,1646,3,0.274
589,18,2,1100,3,0.183
590,18,3,1642,3,0.274
591,18,4,1612,3,0.269
592,19,1,884,3,0.147
593,19,2,854,3,0.142
594,19,3,3398,3,0.566
595,19,4,864,3,0.144
596,20,1,1205,3,0.201
597,20,2,1270,3,0.212
598,20,3,2261,3,0.377
599,20,4,1264,3,0.211
600,21,1,1879,3,0.313
601,21,2,1796,3,0.299
602,21,3,1800,3,0.3
603,21,4,525,3,0.088
604,22,1,1372,3,0.229
605,22,2,1324,3,0.221
606,22,3,1988,3,0.331
607,22,4,1316,3,0.219
608,23,1,1818,3,0.303
