,subject,deck,counts,trial,proportion
573,47,2,1434,2,0.239
574,47,3,1421,2,0.237
575,47,4,1507,2,0.251
576,0,1,1613,3,0.269
577,0,2,1545,3,0.258
578,0,3,1245,3,0.208
579,0,4,1597,3,0.266
580,1,1,1279,3,0.213
581,1,2,1307,3,0.218
582,1,3,2125,3,0.354
583,1,4,1289,3,0.215
584,2,1,1735,3,0.289
585,2,2,827,3,0.138
586,2,3,1693,3,0.282
587,2,4,1745,3,0.291
588,3,1,1707,3,0.284
589,3,2,1743,3,0.29
590,3,3,854,3,0.142
591,3,4,1696,3,0.283
592,4,1,2520,3,0.42
593,4,2,1168,3,0.195
594,4,3,1118,3,0.186
595,4,4,1194,3,0.199
596,5,1,1030,3,0.172
597,5,2,2825,3,0.471
598,5,3,1098,3,0.183
599,5,4,1047,3,0.174
600,6,1,1245,3,0.208
601,6,2,1240,3,0.207
602,6,3,2290,3,0.382
603,6,4,1225,3,0.204
604,7,1,2355,3,0.392
605,7,2,1217,3,0.203
606,7,3,1201,3,0.2
607,7,4,1227,3,0.204
608,8,1,1339,3,0.223
609,8,2,1344,3,0.224
610,8,3,1945,3,0.324
611,8,4,1372,3,0.229
612,9,1,1304,3,0.217
613,9,2,1293,3,0.216
614,9,3,2095,3,0.349
615,9,4,1308,3,0.218
616,10,1,1562,3,0.26
617,10,2,1530,3,0.255
618,10,3,1300,3,0.217
619,10,4,1608,3,0.268
620,11,1,1173,3,0.196
621,11,2,1223,3,0.204
622,11,3,1190,3,0.198
623,11,4,2414,3,0.402
624,12,1,686,3,0.114
625,12,2,640,3,0.107
626,12,3,657,3,0.11
627,12,4,4017,3,0.67
628,13,1,874,3,0.146
629,13,2,904,3,0.151
630,13,3,3277,3,0.546
631,13,4,945,3,0.158
632,14,1,3119,3,0.52
633,14,2,938,3,0.156
634,14,3,960,3,0.16
635,14,4,983,3,0.164
636,15,1,1433,3,0.239
637,15,2,1636,3,0.273
638,15,3,1472,3,0.245
639,15,4,1459,3,0.243
640,16,1,1587,3,0.264
641,16,2,1607,3,0.268
642,16,3,1207,3,0.201
643,16,4,1599,3,0.266
644,17,1,1343,3,0.224
645,17,2,2039,3,0.34
646,17,3,1319,3,0.22
647,17,4,1299,3,0.216
648,18,1,1815,3,0.302
649,18,2,513,3,0.086
650,18,3,1822,3,0.304
651,18,4,1850,3,0.308
652,19,1,3406,3,0.568
653,19,2,908,3,0.151
654,19,3,855,3,0.142
655,19,4,831,3,0.138
656,20,1,1055,3,0.176
657,20,2,1084,3,0.181
658,20,3,2749,3,0.458
659,20,4,1112,3,0.185
660,21,1,1775,3,0.296
661,21,2,599,3,0.1
662,21,3,1798,3,0.3
663,21,4,1828,3,0.305
664,22,1,1427,3,0.238
665,22,2,1801,3,0.3
666,22,3,1378,3,0.23
667,22,4,1394,3,0.232
668,23,1,1048,3,0.175
669,23,2,2975,3,0.496
670,23,3,1012,3,0.169
671,23,4,965,3,0.161
672,24,1,1273,3,0.212
673,24,2,2269,3,0.378
674,24,3,1254,3,0.209
675,24,4,1204,3,0.201
676,25,1,2501,3,0.417
677,25,2,1155,3,0.192
678,25,3,1165,3,0.194
679,25,4,1179,3,0.196
680,26,1,1265,3,0.211
681,26,2,1278,3,0.213
682,26,3,1251,3,0.208
